TimeCreated,Id,AccountName,LogonType,SourceIP,Label
2026-06-12 22:52:15,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-12 22:52:16,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-12 23:14:22,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-12 23:14:22,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-12 23:14:23,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-12 23:24:09,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-12 23:35:23,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-12 23:35:24,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-12 23:39:35,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-12 23:41:48,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-12 23:43:57,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 00:25:06,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 00:26:41,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 00:28:28,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 00:42:54,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 01:00:26,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 01:02:54,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 01:25:54,4624,BACHTRANPC$,2,Unknown,Normal
2026-06-13 01:25:54,4624,BACHTRANPC$,2,Unknown,Normal
2026-06-13 01:25:54,4624,BACHTRANPC$,2,Unknown,Normal
2026-06-13 01:25:54,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 01:25:54,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 01:26:00,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 01:26:02,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 01:26:03,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 09:14:07,4624,BACHTRANPC$,2,127.0.0.1,Normal
2026-06-13 09:14:07,4624,BACHTRANPC$,2,127.0.0.1,Normal
2026-06-13 09:14:07,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 09:14:07,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 09:14:07,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 09:14:07,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 09:14:08,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 09:14:08,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 09:14:16,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 09:14:23,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 09:14:43,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 09:15:25,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 09:19:28,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 09:19:37,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 09:19:59,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 09:20:57,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 09:20:57,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 09:20:59,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 09:20:59,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 09:23:57,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 09:23:58,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 09:25:57,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 09:29:07,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 09:29:08,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 09:29:08,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 09:33:54,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 10:19:38,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 11:08:19,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 11:19:40,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 11:19:41,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 11:19:41,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 11:20:58,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 11:20:58,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 11:54:17,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 11:57:01,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 11:59:24,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 11:59:24,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 12:03:18,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 12:04:25,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 12:06:30,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 12:06:32,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 12:07:00,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 12:10:27,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 12:10:36,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 12:19:38,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 12:30:19,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 12:30:31,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 12:34:40,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 13:10:07,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 13:10:08,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 13:12:56,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 13:12:59,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 13:13:07,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 13:13:57,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 13:14:46,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 13:31:07,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 13:37:08,4624,BACHTRANPC$,5,Unknown,Normal
2026-06-13 13:37:21,4624,BACHTRANPC$,5,Unknown,Normal
