model,accuracy,precision,recall,f1,true_negative,false_positive,false_negative,true_positive,roc_auc,pr_auc,threshold,validation_precision,validation_recall,validation_f1,validation_false_positive,min_recall_target,recall_target_met,threshold_strategy,raw_scale_pos_weight,scale_pos_weight,train_source,normal_train_rows,anomaly_train_rows,best_iteration
xgboost_weighted,0.9952851385970997,0.00014768399843876915,0.56,0.0002952901225454009,20010555,94783,11,14,0.9148534573256119,0.00028421144996740967,0.0979,0.0008117981328642944,0.8,0.001621950395350409,73850,0.8,True,max_precision_at_min_recall,95993.43478260869,309.8280729414439,train.csv,19870641,207,9
