model,accuracy,precision,recall,f1,true_negative,false_positive,false_negative,true_positive,roc_auc,pr_auc,threshold,validation_precision,validation_recall,validation_f1,validation_false_positive,min_recall_target,recall_target_met,threshold_strategy,raw_scale_pos_weight,scale_pos_weight,train_source,normal_train_rows,anomaly_train_rows,best_iteration
xgboost_smote,0.9975191693877897,0.00024059185596567555,0.48,0.000480942647589275,20055473,49865,13,12,0.9799568303701236,0.0012420053240496858,0.0044,0.0017143836790673753,0.8,0.003421435292105038,34938,0.8,True,max_precision_at_min_recall,4799.671739130435,1.0,train_smote.csv,19870641,4140,130
